ORDER_SHOP_CD,volume_total,ca_estime,age_moyen,distance_moyenne,geolife_dominant,emplacement,surface,canal,vol_T,vol_I,vol_M,pct_T,pct_I,pct_M,cout_fonctionnement,marge_estimee,score_rentabilite,rentable,croissance_yoy,vs_mediane,profil_chalandise
13APVEMA60,138,27600.0,49.390625,,Urbain classe moyenne,,,,0,0,138,0.0,0.0,100.0,65000.0,-37400.0,0.42,False,163.2,1625.0,Inconnu
13APVEMAR3,90,18000.0,53.146341463414636,,Urbain familial aisé,,,,0,0,90,0.0,0.0,100.0,65000.0,-47000.0,0.28,False,250.0,1025.0,Inconnu
13APVEMC30,112,22400.0,47.350515463917525,,Populaire,,,,0,0,112,0.0,0.0,100.0,65000.0,-42600.0,0.34,False,73.2,1300.0,Inconnu
13APVESAL1,54,10800.0,45.59574468085106,,Pavillonnaire familial,,,,0,0,54,0.0,0.0,100.0,65000.0,-54200.0,0.17,False,290.9,575.0,Inconnu
13APVEVITR,115,23000.0,48.603960396039604,,PériUrbain en croissance,,,,0,0,115,0.0,0.0,100.0,65000.0,-42000.0,0.35,False,102.6,1337.5,Inconnu
13AUCHMARS,1,200.0,49.0,,Urbain classe moyenne,,,Réseau Concurrentiel,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,-100.0,-87.5,Inconnu
13BS2HLD,19,3800.0,46.89473684210526,,Résidence secondaire,,,Service Client Home,0,19,0,0.0,100.0,0.0,65000.0,-61200.0,0.06,False,180.0,137.5,Inconnu
13CARRAIX,1,200.0,29.0,,Rural dynamique,,,,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,-100.0,-87.5,Inconnu
13CORINETP,1,200.0,,,Urbain familial aisé,,,,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,-100.0,-87.5,Inconnu
13DVIBOUBA,1,200.0,49.0,,Résidence secondaire,,,Direction des ventes indirectes,0,1,0,0.0,100.0,0.0,65000.0,-64800.0,0.0,False,-100.0,-87.5,Inconnu
13DVIMAR8,2,400.0,59.0,,Populaire,,,Direction des ventes indirectes,0,2,0,0.0,100.0,0.0,65000.0,-64600.0,0.01,False,-100.0,-75.0,Inconnu
13DVIMARS8,12,2400.0,55.666666666666664,,Urbain classe moyenne,,,Direction des ventes indirectes,0,12,0,0.0,100.0,0.0,65000.0,-62600.0,0.04,False,,50.0,Inconnu
13FNACMA11,1,200.0,59.0,,Urbain familial aisé,,,,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,,-87.5,Inconnu
13FNACMARS,1,200.0,69.0,,Résidence secondaire,,,,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,,-87.5,Inconnu
13GTPROCAB,121,24200.0,46.81818181818182,,Pavillonnaire familial,,,,0,0,121,0.0,0.0,100.0,65000.0,-40800.0,0.37,False,46.9,1412.5,Inconnu
13GTPROLAZ,17,3400.0,45.875,,Urbain classe moyenne,,,,0,0,17,0.0,0.0,100.0,65000.0,-61600.0,0.05,False,42.9,112.5,Inconnu
13GTPROMRT,95,19000.0,49.0,,Populaire,,,,0,0,95,0.0,0.0,100.0,65000.0,-46000.0,0.29,False,106.5,1087.5,Inconnu
13MOBIARLE,1,200.0,,,Rural dynamique,,,,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,-100.0,-87.5,Inconnu
13MOBIAUB0,1,200.0,79.0,,Pavillonnaire familial,,,,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,,-87.5,Inconnu
13MOBITELE,1,200.0,69.0,,Urbain familial aisé,,,,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,-100.0,-87.5,Inconnu
13PHONAIX,2,400.0,79.0,,Résidence secondaire,,,,0,0,2,0.0,0.0,100.0,65000.0,-64600.0,0.01,False,0.0,-75.0,Inconnu
13PHSEAIX1,3,600.0,79.0,,Pavillonnaire familial,,,Réseau Partenaire,0,0,3,0.0,0.0,100.0,65000.0,-64400.0,0.01,False,100.0,-62.5,Inconnu
13PHSEAUBA,1,200.0,49.0,,Urbain familial aisé,CC,82.0,Réseau Partenaire,0,0,1,0.0,0.0,100.0,85000.0,-84800.0,0.0,False,-100.0,-87.5,Inconnu
13PHSECABR,1882,376400.0,47.14584511023177,18.505015720368064,Pavillonnaire familial,CC,115.0,Réseau Partenaire,681,401,800,36.2,21.3,42.5,85000.0,291400.0,4.43,True,8.0,23425.0,Semi-locale (10-20km)
13PHSEISTR,2,400.0,39.0,2.164116768790171,PériUrbain en croissance,CC,54.0,Réseau Partenaire,0,0,2,0.0,0.0,100.0,85000.0,-84600.0,0.0,False,0.0,-75.0,Locale (<10km)
13PHSELAZA,637,127400.0,50.14093959731544,10.61673920685552,Urbain classe moyenne,CV,162.0,Réseau Partenaire,271,141,225,42.5,22.1,35.3,65000.0,62400.0,1.96,True,-38.7,7862.5,Semi-locale (10-20km)
13PHSELITT,4,800.0,54.0,,Pavillonnaire familial,CC,103.0,Réseau Partenaire,0,0,4,0.0,0.0,100.0,85000.0,-84200.0,0.01,False,200.0,-50.0,Inconnu
13PHSEMAR9,2,400.0,49.0,,Urbain Dynamique,CV,58.0,Réseau Partenaire,0,0,2,0.0,0.0,100.0,65000.0,-64600.0,0.01,False,0.0,-75.0,Inconnu
13PHSEMART,1830,366000.0,49.6425702811245,7.632175694014331,Populaire,CC,147.0,Réseau Partenaire,668,420,742,36.5,23.0,40.5,85000.0,281000.0,4.31,True,10.1,22775.0,Locale (<10km)
13PHSEVITR,1,200.0,69.0,,Urbain familial aisé,CC,128.0,Réseau Partenaire,0,0,1,0.0,0.0,100.0,85000.0,-84800.0,0.0,False,-100.0,-87.5,Inconnu
13PHSTAIXP,2,400.0,59.0,,Pavillonnaire familial,CV,28.0,Réseau Partenaire,0,0,2,0.0,0.0,100.0,65000.0,-64600.0,0.01,False,0.0,-75.0,Inconnu
13SUBEPLAN,1,200.0,,,Urbain classe moyenne,,,,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,,-87.5,Inconnu
14000PJC-I,18,3600.0,51.94117647058823,822.7389770991884,Résidence secondaire,CV,243.0,Agence Distribution,12,2,4,66.7,11.1,22.2,65000.0,-61400.0,0.06,False,25.0,125.0,Régionale (>20km)
14100FC3-1,9,1800.0,55.25,741.595873375497,Urbain Dynamique,CV,164.0,Agence Distribution,6,1,2,66.7,11.1,22.2,65000.0,-63200.0,0.03,False,-20.0,12.5,Régionale (>20km)
14124FZ8-5,13,2600.0,58.0,809.332359293269,Populaire,CC,128.0,Agence Distribution,9,1,3,69.2,7.7,23.1,85000.0,-82400.0,0.03,False,125.0,62.5,Régionale (>20km)
14200FZ8-1,5,1000.0,59.0,,PériUrbain en croissance,CC,114.0,Agence Distribution,4,1,0,80.0,20.0,0.0,85000.0,-84000.0,0.01,False,50.0,-37.5,Inconnu
14APVELISI,1,200.0,,,Résidence secondaire,,,,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,,-87.5,Inconnu
14PHSEBAYE,3,600.0,42.333333333333336,868.3312747076405,Pavillonnaire familial,CV,122.0,Réseau Partenaire,0,2,1,0.0,66.7,33.3,65000.0,-64400.0,0.01,False,-50.0,-62.5,Régionale (>20km)
14PHSEDEAU,8,1600.0,67.57142857142857,,Résidence secondaire,CV,73.0,Réseau Partenaire,4,1,3,50.0,12.5,37.5,65000.0,-63400.0,0.02,False,0.0,0.0,Inconnu
14PHSEVIRE,1,200.0,,846.3556855867306,Urbain classe moyenne,CV,66.0,Réseau Partenaire,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,-100.0,-87.5,Régionale (>20km)
15000FV9-3,10,2000.0,52.333333333333336,334.41837869388394,Urbain classe moyenne,CV,110.0,Agence Distribution,7,3,0,70.0,30.0,0.0,65000.0,-63000.0,0.03,False,300.0,25.0,Régionale (>20km)
15100FV9-4,3,600.0,55.666666666666664,359.5425895337818,Pavillonnaire familial,CV,69.0,Agence Distribution,1,1,1,33.3,33.3,33.3,65000.0,-64400.0,0.01,False,-100.0,-62.5,Régionale (>20km)
15APVEAUR1,1,200.0,69.0,,Urbain familial aisé,,,,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,-100.0,-87.5,Inconnu
15PHSESTFL,3,600.0,49.0,231.120920513026,PériUrbain en croissance,CV,69.0,,3,0,0,100.0,0.0,0.0,65000.0,-64400.0,0.01,False,,-62.5,Régionale (>20km)
16017FL9-3,3,600.0,49.0,576.5308397204399,Résidence secondaire,CV,163.0,Agence Distribution,2,0,1,66.7,0.0,33.3,65000.0,-64400.0,0.01,False,,-62.5,Régionale (>20km)
16GTPROCOG,1,200.0,29.0,,Urbain classe moyenne,,,,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,,-87.5,Inconnu
16PHSECOGN,4,800.0,49.0,516.3190160083097,Rural dynamique,CV,67.0,Réseau Partenaire,1,1,2,25.0,25.0,50.0,65000.0,-64200.0,0.01,False,0.0,-50.0,Régionale (>20km)
16PHSERONN,5,1000.0,49.0,,Populaire,CC,121.0,Réseau Partenaire,5,0,0,100.0,0.0,0.0,85000.0,-84000.0,0.01,False,50.0,-37.5,Inconnu
17100FP1-2,5,1000.0,49.0,,Rural dynamique,CV,126.0,Agence Distribution,3,0,2,60.0,0.0,40.0,65000.0,-64000.0,0.02,False,300.0,-37.5,Inconnu
17138FY4-7,31,6200.0,52.333333333333336,648.8098100199801,Urbain classe moyenne,CC,138.0,Agence Distribution,20,4,7,64.5,12.9,22.6,85000.0,-78800.0,0.07,False,-36.8,287.5,Régionale (>20km)
17200FP1-1,13,2600.0,60.53846153846154,,Urbain classe moyenne,CV,195.0,Agence Distribution,10,0,3,76.9,0.0,23.1,65000.0,-62400.0,0.04,False,-70.0,62.5,Inconnu
17300FY4-1,4,800.0,41.5,592.1962274006627,PériUrbain en croissance,CV,151.0,Agence Distribution,2,0,2,50.0,0.0,50.0,65000.0,-64200.0,0.01,False,-66.7,-50.0,Régionale (>20km)
17APVEPUIL,1,200.0,19.0,,Urbain classe moyenne,,,,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,,-87.5,Inconnu
17APVEROY1,1,200.0,69.0,,Résidence secondaire,,,,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,,-87.5,Inconnu
17APVESTE1,1,200.0,59.0,,PériUrbain en croissance,,,,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,,-87.5,Inconnu
17PHSTLARO,1,200.0,89.0,,Résidence secondaire,,,,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,-100.0,-87.5,Inconnu
18PHSEBOCC,1,200.0,29.0,,Résidence secondaire,CC,183.0,Réseau Partenaire,1,0,0,100.0,0.0,0.0,85000.0,-84800.0,0.0,False,,-87.5,Inconnu
18PHSEBOUR,3,600.0,54.0,529.2693421526841,Résidence secondaire,CV,103.0,Réseau Partenaire,0,1,2,0.0,33.3,66.7,65000.0,-64400.0,0.01,False,-50.0,-62.5,Régionale (>20km)
18PHSESTAM,5,1000.0,31.5,482.5010728363152,Rural dynamique,CV,90.0,Réseau Partenaire,3,1,1,60.0,20.0,20.0,65000.0,-64000.0,0.02,False,-100.0,-37.5,Régionale (>20km)
18PHSESTDO,1,200.0,29.0,523.4748322857718,Urbain classe moyenne,CC,68.0,Réseau Partenaire,1,0,0,100.0,0.0,0.0,85000.0,-84800.0,0.0,False,-100.0,-87.5,Régionale (>20km)
18PHSEVIER,1,200.0,49.0,570.7327202444204,Résidence secondaire,CV,93.0,Réseau Partenaire,0,1,0,0.0,100.0,0.0,65000.0,-64800.0,0.0,False,,-87.5,Régionale (>20km)
19012FP5-2,5,1000.0,49.0,360.9767819573032,Urbain classe moyenne,CV,138.0,Agence Distribution,3,1,1,60.0,20.0,20.0,65000.0,-64000.0,0.02,False,300.0,-37.5,Régionale (>20km)
19GTPROUSS,2,400.0,44.0,,Pavillonnaire familial,,,,0,0,2,0.0,0.0,100.0,65000.0,-64600.0,0.01,False,,-75.0,Inconnu
19PHSEBRIV,8,1600.0,40.42857142857143,424.21959705250373,Populaire,CC,139.0,Réseau Partenaire,3,2,3,37.5,25.0,37.5,85000.0,-83400.0,0.02,False,600.0,0.0,Régionale (>20km)
20000FM2-2,49,9800.0,49.204081632653065,,Résidence secondaire,,,Ag PRO/PME,2,47,0,4.1,95.9,0.0,65000.0,-55200.0,0.15,False,176.9,512.5,Inconnu
20000WZT-4,38,7600.0,57.421052631578945,,Résidence secondaire,,,Service Client Home,0,38,0,0.0,100.0,0.0,65000.0,-57400.0,0.12,False,-27.3,375.0,Inconnu
20137FE8-9,1249,249800.0,52.6819360414866,362.0710682448714,Résidence secondaire,CV,90.0,Agence Distribution,715,238,296,57.2,19.1,23.7,65000.0,184800.0,3.84,True,24.6,15512.5,Régionale (>20km)
20178FM2-1,1406,281200.0,54.32929598788797,268.8031971214399,Urbain classe moyenne,CV,101.0,Agence Distribution,939,198,269,66.8,14.1,19.1,65000.0,216200.0,4.33,True,3.5,17475.0,Régionale (>20km)
20220FE8-8,1176,235200.0,53.211009174311926,257.6321159488774,Résidence secondaire,CV,101.0,Agence Distribution,787,162,227,66.9,13.8,19.3,65000.0,170200.0,3.62,True,11.9,14600.0,Régionale (>20km)
20290VXJ-3,1204,240800.0,53.140694568121106,333.94102610978257,Résidence secondaire,CC,38.0,Agence Distribution,809,162,233,67.2,13.5,19.4,85000.0,155800.0,2.83,True,25.5,14950.0,Régionale (>20km)
20294FE9-1,1530,306000.0,54.39538138558432,271.8490627343898,PériUrbain en croissance,CV,111.0,Agence Distribution,989,236,305,64.6,15.4,19.9,65000.0,241000.0,4.71,True,38.7,19025.0,Régionale (>20km)
20APVEAJA1,32,6400.0,52.333333333333336,,Urbain classe moyenne,,,,0,0,32,0.0,0.0,100.0,65000.0,-58600.0,0.1,False,46.2,300.0,Inconnu
20APVEBAS1,24,4800.0,51.38095238095238,,PériUrbain en croissance,,,,0,0,24,0.0,0.0,100.0,65000.0,-60200.0,0.07,False,142.9,200.0,Inconnu
20APVEBORG,29,5800.0,55.666666666666664,,Rural dynamique,,,,0,0,29,0.0,0.0,100.0,65000.0,-59200.0,0.09,False,122.2,262.5,Inconnu
20APVELILE,10,2000.0,54.0,,Résidence secondaire,,,,0,0,10,0.0,0.0,100.0,65000.0,-63000.0,0.03,False,300.0,25.0,Inconnu
20APVEPORT,29,5800.0,49.76923076923077,,Résidence secondaire,,,,0,0,29,0.0,0.0,100.0,65000.0,-59200.0,0.09,False,122.2,262.5,Inconnu
20GTPROCOR,19,3800.0,43.705882352941174,,Urbain classe moyenne,,,,0,0,19,0.0,0.0,100.0,65000.0,-61200.0,0.06,False,11.1,137.5,Inconnu
20GTPROFUR,105,21000.0,49.32967032967033,,Rural ouvrier,,,Réseau Partenaire,0,0,105,0.0,0.0,100.0,65000.0,-44000.0,0.32,False,325.0,1212.5,Inconnu
20GTPROGHI,32,6400.0,49.666666666666664,,Résidence secondaire,,,,0,1,31,0.0,3.1,96.9,65000.0,-58600.0,0.1,False,155.6,300.0,Inconnu
20GTPROPRO,26,5200.0,54.6,,Résidence secondaire,,,,0,0,26,0.0,0.0,100.0,65000.0,-59800.0,0.08,False,-37.5,225.0,Inconnu
20GTPROSAR,102,20400.0,46.096774193548384,,Résidence secondaire,,,,0,0,102,0.0,0.0,100.0,65000.0,-44600.0,0.31,False,129.0,1175.0,Inconnu
20MOBIAJAC,1,200.0,29.0,,Rural dynamique,CC,76.0,Réseau Partenaire,0,0,1,0.0,0.0,100.0,85000.0,-84800.0,0.0,False,,-87.5,Inconnu
20MOBICORT,1,200.0,39.0,,Urbain classe moyenne,CV,53.0,Réseau Partenaire,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,,-87.5,Inconnu
20MOBIFURI,2,400.0,44.0,,Rural traditionnel,CV,69.0,Réseau Partenaire,0,0,2,0.0,0.0,100.0,65000.0,-64600.0,0.01,False,0.0,-75.0,Inconnu
20MOBIGHIS,1,200.0,49.0,,Rural dynamique,CV,49.0,Réseau Partenaire,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,-100.0,-87.5,Inconnu
20PHSEAJAC,5,1000.0,61.5,,Rural dynamique,CC,76.0,Réseau Partenaire,0,0,5,0.0,0.0,100.0,85000.0,-84000.0,0.01,False,-33.3,-37.5,Inconnu
20PHSECORT,588,117600.0,49.822669104204756,264.4541962364558,Résidence secondaire,CV,54.0,Réseau Partenaire,359,101,128,61.1,17.2,21.8,65000.0,52600.0,1.81,True,6.3,7250.0,Régionale (>20km)
20PHSEFURI,2044,408800.0,48.19032597266036,243.89271810360344,PériUrbain en croissance,CC,170.0,Réseau Partenaire,1179,356,509,57.7,17.4,24.9,85000.0,323800.0,4.81,True,-14.7,25450.0,Régionale (>20km)
20PHSEGHIS,642,128400.0,50.89509306260575,343.8649055511193,Résidence secondaire,CV,55.0,Réseau Partenaire,343,133,166,53.4,20.7,25.9,65000.0,63400.0,1.98,True,9.8,7925.0,Régionale (>20km)
20PHSEPROP,531,106200.0,49.45544554455446,292.2868097077293,Résidence secondaire,CV,56.0,Réseau Partenaire,277,108,146,52.2,20.3,27.5,65000.0,41200.0,1.63,True,11.6,6537.5,Régionale (>20km)
20PHSESARR,2300,460000.0,48.85802176999527,278.6437656322331,Résidence secondaire,CC,154.0,Réseau Partenaire,1272,406,622,55.3,17.7,27.0,85000.0,375000.0,5.41,True,-0.5,28650.0,Régionale (>20km)
21000FT4-8,35,7000.0,46.5,451.3206338771836,Résidence secondaire,CC,145.0,Agence Distribution,18,6,11,51.4,17.1,31.4,85000.0,-78000.0,0.08,False,50.0,337.5,Régionale (>20km)
21000FT4-A,14,2800.0,60.53846153846154,457.857363619095,Populaire,CV,133.0,Agence Distribution,7,3,4,50.0,21.4,28.6,65000.0,-62200.0,0.04,False,-60.0,75.0,Régionale (>20km)
216TPTUNIS,1,200.0,29.0,,Pavillonnaire familial,,,Service Client Home,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,-100.0,-87.5,Inconnu
21800935-G,2,400.0,74.0,,Populaire,CC,86.0,Agence Distribution,2,0,0,100.0,0.0,0.0,85000.0,-84600.0,0.0,False,-100.0,-75.0,Inconnu
21OBSAEGER,52,10400.0,50.15384615384615,,Populaire,,,Ag PRO/PME,3,49,0,5.8,94.2,0.0,65000.0,-54600.0,0.16,False,666.7,550.0,Inconnu
21PHSEBEAU,6,1200.0,73.0,415.32820936423207,Résidence secondaire,CV,109.0,Réseau Partenaire,3,2,1,50.0,33.3,16.7,65000.0,-63800.0,0.02,False,-50.0,-25.0,Régionale (>20km)
21PHSECHAT,3,600.0,52.333333333333336,516.0649517779425,PériUrbain en croissance,CC,51.0,Réseau Partenaire,1,1,1,33.3,33.3,33.3,85000.0,-84400.0,0.01,False,-100.0,-62.5,Régionale (>20km)
22018FW5-4,4,800.0,59.0,889.9830743510242,Rural ouvrier,CV,185.0,Agence Distribution,4,0,0,100.0,0.0,0.0,65000.0,-64200.0,0.01,False,0.0,-50.0,Régionale (>20km)
22205FW5-1,3,600.0,49.0,,Pavillonnaire familial,CV,121.0,Agence Distribution,3,0,0,100.0,0.0,0.0,65000.0,-64400.0,0.01,False,-100.0,-62.5,Inconnu
22303FW5-2,10,2000.0,48.0,,Résidence secondaire,CV,152.0,Agence Distribution,5,1,4,50.0,10.0,40.0,65000.0,-63000.0,0.03,False,50.0,25.0,Inconnu
22360FW5-A,6,1200.0,57.0,934.8592754857946,Résidence secondaire,CC,142.0,Agence Distribution,4,1,1,66.7,16.7,16.7,85000.0,-83800.0,0.01,False,100.0,-25.0,Régionale (>20km)
22GTPROPAI,29,5800.0,55.07142857142857,,PériUrbain en croissance,,,,0,0,29,0.0,0.0,100.0,65000.0,-59200.0,0.09,False,-79.2,262.5,Inconnu
22PHSEPAIM,1,200.0,89.0,,Résidence secondaire,CC,80.0,Réseau Partenaire,0,1,0,0.0,100.0,0.0,85000.0,-84800.0,0.0,False,-100.0,-87.5,Inconnu
23PHSEGUER,5,1000.0,59.0,,Rural dynamique,CV,107.0,Réseau Partenaire,4,0,1,80.0,0.0,20.0,65000.0,-64000.0,0.02,False,-75.0,-37.5,Inconnu
24100A4J-5,18,3600.0,54.714285714285715,549.4286098408152,Résidence secondaire,CC,133.0,Agence Distribution,11,0,7,61.1,0.0,38.9,85000.0,-81400.0,0.04,False,-20.0,125.0,Régionale (>20km)
24100FK4-1,1,200.0,79.0,,PériUrbain en croissance,CV,90.0,Agence Distribution,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,,-87.5,Inconnu
24200FK4-2,10,2000.0,65.66666666666667,372.91203955716264,Urbain classe moyenne,CV,121.0,Agence Distribution,6,1,3,60.0,10.0,30.0,65000.0,-63000.0,0.03,False,0.0,25.0,Régionale (>20km)
24750RXP-5,9,1800.0,57.75,476.0550232631964,Résidence secondaire,CC,154.0,Agence Distribution,6,1,2,66.7,11.1,22.2,85000.0,-83200.0,0.02,False,-20.0,12.5,Régionale (>20km)
24PHSEMARS,3,600.0,52.333333333333336,549.3267645235894,PériUrbain en croissance,CC,92.0,Réseau Partenaire,2,1,0,66.7,33.3,0.0,85000.0,-84400.0,0.01,False,-50.0,-62.5,Régionale (>20km)
25000FX1-1,3,600.0,42.333333333333336,,Résidence secondaire,CC,128.0,Agence Distribution,3,0,0,100.0,0.0,0.0,85000.0,-84400.0,0.01,False,-100.0,-62.5,Inconnu
25026FD6-1,9,1800.0,39.0,409.6335555615082,Urbain classe moyenne,CV,101.0,Agence Distribution,5,1,3,55.6,11.1,33.3,65000.0,-63200.0,0.03,False,-50.0,12.5,Régionale (>20km)
25200FF8-3,10,2000.0,55.0,437.59564748985895,PériUrbain en croissance,CV,126.0,Agence Distribution,5,0,5,50.0,0.0,50.0,65000.0,-63000.0,0.03,False,-100.0,25.0,Régionale (>20km)
25300FD6-1,17,3400.0,52.125,380.5239881623929,Urbain classe moyenne,CV,145.0,Agence Distribution,12,1,4,70.6,5.9,23.5,65000.0,-61600.0,0.05,False,42.9,112.5,Régionale (>20km)
25PHSEBESA,4,800.0,35.666666666666664,,PériUrbain en croissance,CC,128.0,,3,0,1,75.0,0.0,25.0,85000.0,-84200.0,0.01,False,,-50.0,Inconnu
25PHSEECOL,1,200.0,69.0,422.27968486051583,Urbain classe moyenne,CC,155.0,Réseau Partenaire,1,0,0,100.0,0.0,0.0,85000.0,-84800.0,0.0,False,-100.0,-87.5,Régionale (>20km)
26021FE4-0,1779,355800.0,53.60012026458208,5.494884996336557,Urbain classe moyenne,CV,149.0,Agence Distribution,1010,276,493,56.8,15.5,27.7,65000.0,290800.0,5.47,True,-15.3,22137.5,Locale (<10km)
26100FE4-5,1902,380400.0,52.440677966101696,35.47981792264305,PériUrbain en croissance,CV,106.0,Agence Distribution,1037,300,565,54.5,15.8,29.7,65000.0,315400.0,5.85,True,16.9,23675.0,Régionale (>20km)
26200FK7-7,4075,815000.0,52.04955192409067,73.65430239171953,PériUrbain en croissance,CV,197.0,Agence Distribution,2299,651,1125,56.4,16.0,27.6,65000.0,750000.0,12.54,True,5.3,50837.5,Régionale (>20km)
26207FK7-0,1,200.0,,,Urbain familial aisé,,,,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,-100.0,-87.5,Inconnu
26APVEMON1,132,26400.0,51.82051282051282,,PériUrbain en croissance,,,,0,0,132,0.0,0.0,100.0,65000.0,-38600.0,0.41,False,107.0,1550.0,Inconnu
26APVEROM1,61,12200.0,53.310344827586206,,Urbain classe moyenne,,,,0,0,61,0.0,0.0,100.0,65000.0,-52800.0,0.19,False,138.9,662.5,Inconnu
26APVEVAL1,54,10800.0,47.0,,Urbain classe moyenne,,,,0,0,54,0.0,0.0,100.0,65000.0,-54200.0,0.17,False,340.0,575.0,Inconnu
26CORICRES,1,200.0,79.0,,PériUrbain en croissance,,,,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,,-87.5,Inconnu
26GTPRONYO,90,18000.0,52.76470588235294,,Rural ouvrier,,,,0,0,90,0.0,0.0,100.0,65000.0,-47000.0,0.28,False,110.3,1025.0,Inconnu
26GTPROVAL,103,20600.0,51.526315789473685,,PériUrbain en croissance,,,,0,0,103,0.0,0.0,100.0,65000.0,-44400.0,0.32,False,196.2,1187.5,Inconnu
26MOBICYMO,3,600.0,62.333333333333336,,Populaire,CC,77.0,Réseau Partenaire,0,0,3,0.0,0.0,100.0,85000.0,-84400.0,0.01,False,100.0,-62.5,Inconnu
26MOBINYON,2,400.0,79.0,,Populaire,CV,78.0,Réseau Partenaire,0,0,2,0.0,0.0,100.0,65000.0,-64600.0,0.01,False,-100.0,-75.0,Inconnu
26MOBIPIER,2,400.0,49.0,,PériUrbain en croissance,CV,48.0,Réseau Partenaire,0,0,2,0.0,0.0,100.0,65000.0,-64600.0,0.01,False,,-75.0,Inconnu
26MOBIVAL2,4,800.0,75.66666666666667,,Pavillonnaire familial,CC,84.0,Réseau Partenaire,0,0,4,0.0,0.0,100.0,85000.0,-84200.0,0.01,False,0.0,-50.0,Inconnu
26PHSENYON,1243,248600.0,53.42553191489362,83.43104349073741,Rural traditionnel,CV,78.0,Réseau Partenaire,366,271,606,29.4,21.8,48.8,65000.0,183600.0,3.82,True,21.2,15437.5,Régionale (>20km)
26PHSEVALE,1784,356800.0,48.187907528156494,3.600500785548796,PériUrbain en croissance,CC,93.0,Réseau Partenaire,685,407,692,38.4,22.8,38.8,85000.0,271800.0,4.2,True,43.7,22200.0,Locale (<10km)
26PHSTVALE,1,200.0,89.0,,PériUrbain en croissance,,,Réseau Partenaire,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,,-87.5,Inconnu
27006FF1-1,11,2200.0,51.22222222222222,692.7353574755251,Urbain classe moyenne,CC,135.0,Agence Distribution,7,1,3,63.6,9.1,27.3,85000.0,-82800.0,0.03,False,20.0,37.5,Régionale (>20km)
27APVEEVR1,1,200.0,79.0,,Résidence secondaire,,,,0,0,1,0.0,0.0,100.0,65000.0,-64800.0,0.0,False,,-87.5,Inconnu
27PHSEBERN,3,600.0,49.0,788.2363097007326,Rural dynamique,CV,71.0,Réseau Partenaire,2,0,1,66.7,0.0,33.3,65000.0,-64400.0,0.01,False,100.0,-62.5,Régionale (>20km)
27PHSEPONT,4,800.0,59.0,814.4919308011321,PériUrbain en croissance,CV,61.0,Réseau Partenaire,3,1,0,75.0,25.0,0.0,65000.0,-64200.0,0.01,False,-66.7,-50.0,Régionale (>20km)
27PHSEVERN,7,1400.0,59.0,744.0782829169794,Pavillonnaire familial,CV,94.0,Réseau Partenaire,3,1,3,42.9,14.3,42.9,65000.0,-63600.0,0.02,False,-83.3,-12.5,Régionale (>20km)
280009HR-5,3,600.0,65.66666666666667,,Populaire,CV,141.0,Agence Distribution,3,0,0,100.0,0.0,0.0,65000.0,-64400.0,0.01,False,-50.0,-62.5,Inconnu
28PHSECHAT,1,200.0,39.0,,Populaire,CV,65.0,Réseau Partenaire,1,0,0,100.0,0.0,0.0,65000.0,-64800.0,0.0,False,,-87.5,Inconnu
28PHSEDREU,5,1000.0,47.0,718.0065445479777,Pavillonnaire familial,CV,130.0,Réseau Partenaire,3,0,2,60.0,0.0,40.0,65000.0,-64000.0,0.02,False,-33.3,-37.5,Régionale (>20km)
28PHSEMARG,2,400.0,29.0,,Résidence secondaire,CC,142.0,Réseau Partenaire,0,0,2,0.0,0.0,100.0,85000.0,-84600.0,0.0,False,-100.0,-75.0,Inconnu
